,城市,2010平均房价
0,深圳市,16645元/㎡
1,广州市,12944元/㎡
2,佛山市,5949元/㎡
5,石家庄市,6458元/㎡
6,郑州市,5743元/㎡
7,武汉市,6905元/㎡
8,长沙市,6172元/㎡
9,南京市,14107元/㎡
10,苏州市,8943元/㎡
11,无锡市,7589元/㎡
14,大连市,10934元/㎡
15,青岛市,15651元/㎡
16,济南市,7940元/㎡
18,成都市,8035元/㎡
19,杭州市,21858元/㎡
20,北京市,24733元/㎡
21,上海市,22491元/㎡
22,天津市,12396元/㎡
23,重庆市,6016元/㎡
