城市,2010流动人口,2010流动人口占比,2011流动人口,2011流动人口占比,2012流动人口,2012流动人口占比,2013流动人口,2013流动人口占比,2015流动人口,2015流动人口占比,2016流动人口,2016流动人口占比,2017流动人口,2017流动人口占比
  阜阳市,-166.5271679,-2.00E-01,-215.8382356,-2.71E-01,-264.1587752,-3.47E-01,-276.8814046,-3.63E-01,-274.4501862,-3.53E-01,-256.439157,-3.26E-01,-267.3855005,-3.37E-01
  宿州市,-1.12947924,-1.80E-03,12.09792358,1.85E-02,-113.1126244,-2.11E-01,-123.0700023,-2.33E-01,-96.4618569,-1.77E-01,-98.17120901,-1.78E-01,-97.01128966,-1.74E-01
  六安市,-99.86820899,-1.65E-01,-143.5840906,-2.56E-01,-146.7177842,-2.61E-01,-145.1842935,-2.57E-01,-150.092421,-2.63E-01,-245.4718231,-5.20E-01,-111.3596446,-2.34E-01
  宣城市,-19.76952307,-7.66E-02,-25.05943143,-9.89E-02,-24.69590288,-9.70E-02,-24.0088271,-9.39E-02,-22.94784751,-8.93E-02,-21.65249934,-8.38E-02,-20.34749632,-7.84E-02
  福州市,47.08455084,6.87E-02,53.36549802,7.63E-02,67.04032827,9.36E-02,68.19902237,9.43E-02,63.60485035,8.61E-02,68.14000664,9.13E-02,66.50324008,8.83E-02
  厦门市,74.99960834,2.98E-01,172.9232945,4.90E-01,173.1980235,4.83E-01,173.1001163,4.76E-01,173.6012438,4.61E-01,172.3493527,4.49E-01,167.9996299,4.32E-01
  莆田市,-34.60620775,-1.21E-01,-41.61111833,-1.48E-01,-47.99933729,-1.72E-01,-49.30186233,-1.76E-01,-57.20073738,-2.01E-01,-58.26103675,-2.04E-01,-61.99783615,-2.15E-01
  三明市,-7.561679289,-2.87E-02,-15.56250257,-6.05E-02,-22.90095088,-9.14E-02,-23.50062521,-9.37E-02,-33.00040254,-1.32E-01,-32.11967637,-1.28E-01,-33.00132403,-1.30E-01
  泉州市,101.6468262,1.30E-01,114.7151671,1.43E-01,127.9727534,1.57E-01,131.7978705,1.60E-01,123.8031646,1.47E-01,125.0547155,1.48E-01,124.4982773,1.46E-01
  漳州市,6.726405215,1.41E-02,4.243883234,8.80E-03,3.374329303,7.00E-03,4.502413535,9.20E-03,-2.902377429,-5.90E-03,-4.081673565,-8.20E-03,-5.500546659,-1.09E-02
  南平市,-20.5953197,-7.11E-02,-36.62441874,-1.32E-01,-48.61672835,-1.84E-01,-49.90010594,-1.89E-01,-57.19861831,-2.18E-01,-56.85937171,-2.16E-01,-56.00012725,-2.11E-01
  龙岩市,-15.84574432,-5.71E-02,-58.31095302,-2.28E-01,-39.27053178,-1.54E-01,-41.18762829,-1.61E-01,-48.59966516,-1.88E-01,-49.37768183,-1.90E-01,-52.00107803,-1.99E-01
  宁德市,-32.44900862,-1.07E-01,-46.27083333,-1.58E-01,-57.59879767,-2.04E-01,-58.7997501,-2.07E-01,-67.70087866,-2.38E-01,-62.9224228,-2.20E-01,-63.99932574,-2.22E-01
  南昌市,-34.12175175,-7.37E-02,0.41304919,8.00E-04,2.114346604,4.20E-03,3.131865792,6.10E-03,3.517441348,6.70E-03,6.776920887,1.29E-02,10.71316699,2.01E-02
  景德镇市,-3.1328765,-1.99E-02,-4.868077517,-3.08E-02,-5.171807685,-3.24E-02,-6.230944293,-3.88E-02,-5.333848321,-3.28E-02,-3.214306167,-1.97E-02,-4.229480868,-2.57E-02
  萍乡市,-1.130484902,-6.10E-03,-2.937363552,-1.59E-02,-4.117878359,-2.21E-02,-5.328163119,-2.85E-02,-9.62163211,-5.10E-02,-8.784580641,-4.63E-02,-9.234626409,-4.84E-02
  九江市,-13.78338691,-2.89E-02,-25.82844296,-5.47E-02,-27.63620768,-5.82E-02,-31.81483968,-6.67E-02,-33.28764321,-6.94E-02,-34.96025693,-7.26E-02,-36.32869537,-7.51E-02
  新余市,-10.9699493,-9.65E-02,-4.260054062,-3.75E-02,-5.070471719,-4.43E-02,-5.601818282,-4.88E-02,-6.480072044,-5.59E-02,-7.140178479,-6.14E-02,-6.979717216,-5.96E-02
  鹰潭市,-8.679170778,-7.81E-02,-9.831046833,-8.77E-02,-8.981048792,-7.95E-02,-10.4108224,-9.17E-02,-12.39906623,-1.08E-01,-12.21871725,-1.06E-01,-12.37060995,-1.07E-01
  赣州市,-57.21765824,-6.81E-02,-66.74965771,-7.94E-02,-77.78587606,-9.25E-02,-82.69781794,-9.80E-02,-104.9314815,-1.24E-01,-107.913221,-1.27E-01,-114.2025542,-1.33E-01
  吉安市,-7.83716734,-1.63E-02,-13.69515398,-2.85E-02,20.71841949,3.97E-02,33.76098607,6.26E-02,-39.33011065,-8.07E-02,-41.35830683,-8.46E-02,-44.14547226,-8.99E-02
  宜春市,-1.527016994,-2.80E-03,-16.71662519,-3.09E-02,-23.09633759,-4.25E-02,-27.22382411,-4.99E-02,-47.05112376,-8.58E-02,-46.68942628,-8.48E-02,-49.78208187,-9.01E-02
  抚州市,-9.980903815,-2.56E-02,-12.23432693,-3.12E-02,-19.28476226,-4.91E-02,-23.45911481,-5.95E-02,-30.55857805,-7.70E-02,-0.816794664,-2.00E-03,-0.819227337,-2.00E-03
  上饶市,-76.89043991,-1.18E-01,-84.62597555,-1.29E-01,-89.65024683,-1.36E-01,-96.99355769,-1.46E-01,-105.4991215,-1.58E-01,-104.2394836,-1.56E-01,-108.6534301,-1.61E-01
  济南市,62.00006908,9.32E-02,70.54427975,1.05E-01,78.55339522,1.15E-01,82.5337999,1.19E-01,81.68530688,1.16E-01,84.26802139,1.19E-01,85.26245343,1.19E-01
  枣庄市,-21.00573185,-5.74E-02,-21.30332447,-5.76E-02,-20.10870982,-5.38E-02,-18.56375326,-4.93E-02,-19.69841973,-5.16E-02,-22.32196235,-5.79E-02,-23.31691037,-5.98E-02
  东营市,16.54021393,8.22E-02,17.79041495,8.78E-02,18.59670823,9.09E-02,20.87986176,1.01E-01,20.0991804,9.61E-02,19.86445144,9.44E-02,19.13968688,9.02E-02
  烟台市,50.65360743,7.21E-02,48.96922993,6.99E-02,45.39096334,6.51E-02,47.63054234,6.82E-02,46.18375197,6.60E-02,47.54083954,6.78E-02,48.9129467,6.95E-02
  潍坊市,24.50612104,2.75E-02,28.0727704,3.11E-02,34.4696315,3.78E-02,39.67558206,4.32E-02,35.17470382,3.81E-02,32.50453138,3.51E-02,-28.69295656,-3.29E-02
  济宁市,-31.37790807,-3.92E-02,-37.34576946,-4.64E-02,-36.26082454,-4.47E-02,-32.75811311,-4.02E-02,-37.80741999,-4.60E-02,-40.48615797,-4.90E-02,-43.31446711,-5.20E-02
  威海市,27.31610337,9.75E-02,-0.321297507,-1.30E-03,26.47909076,9.45E-02,0.107079915,4.00E-04,25.9409047,9.24E-02,25.97520155,9.25E-02,25.22920679,8.97E-02
  日照市,-10.83710407,-3.94E-02,-9.992499526,-3.60E-02,-7.995486633,-2.85E-02,-5.437150739,-1.92E-02,-7.848783474,-2.74E-02,-8.42633798,-2.93E-02,-10.94023125,-3.78E-02
  莱芜市,1.319352426,1.03E-02,2.170532585,1.68E-02,3.23434008,2.48E-02,4.665319837,3.56E-02,6.099361271,4.56E-02,6.526183446,4.84E-02,7.370869152,5.41E-02
  临沂市,-55.4512615,-5.62E-02,-67.92151637,-6.76E-02,-73.67352652,-7.31E-02,-73.06127214,-7.23E-02,-94.18881023,-9.24E-02,-97.42225666,-9.49E-02,-103.2580728,-9.95E-02
  德州市,-42.70172074,-8.11E-02,-13.34135967,-2.40E-02,-17.13737287,-3.07E-02,-15.78758499,-2.81E-02,-14.3956355,-2.53E-02,-14.89681536,-2.60E-02,-16.27552305,-2.82E-02
  聊城市,-31.87227684,-5.70E-02,-27.55388983,-4.83E-02,-21.9930114,-3.78E-02,-7.523268531,-1.28E-02,-19.75500683,-3.34E-02,-26.98453166,-4.53E-02,-32.634638,-5.44E-02
  滨州市,-8.070686496,-2.18E-02,-5.505415617,-1.48E-02,-4.591217978,-1.22E-02,-2.940615314,-7.80E-03,-4.426547677,-1.16E-02,-4.143003318,-1.08E-02,-4.50273747,-1.16E-02
  菏泽市,-117.6433651,-1.43E-01,-131.975662,-1.60E-01,-136.1788648,-1.64E-01,-124.4610363,-1.49E-01,-150.3254783,-1.79E-01,-156.1605291,-1.84E-01,-158.846977,-1.86E-01
  郑州市,16.53599127,2.21E-02,-153.9639017,-1.90E-01,-134.2147656,-1.53E-01,-178.1520289,-1.99E-01,-9.330873669,-1.00E-02,136.8559102,1.45E-01,137.6392515,1.43E-01
  开封市,-57.20788969,-1.22E-01,-65.25270886,-1.39E-01,-76.56224099,-1.64E-01,-78.75143893,-1.69E-01,-94.05500709,-2.05E-01,-99.26252166,-2.18E-01,-104.5345296,-2.30E-01
  洛阳市,-52.77110363,-8.22E-02,-54.73791958,-8.44E-02,-55.0591485,-8.39E-02,-51.84767411,-7.88E-02,-31.53532995,-4.74E-02,-57.35441461,-8.55E-02,-59.7960468,-8.83E-02
  平顶山市,-42.39127987,-8.65E-02,-49.18992518,-1.00E-01,-57.74480762,-1.18E-01,-53.23782093,-1.08E-01,-61.19774641,-1.23E-01,-60.35435381,-1.20E-01,-70.79464967,-1.42E-01
  安阳市,-51.85093521,-9.95E-02,-62.02021319,-1.19E-01,-74.82498091,-1.45E-01,-81.34348877,-1.59E-01,-102.5064186,-2.01E-01,-105.7521614,-2.07E-01,-113.4505972,-2.21E-01
  新乡市,-45.90490218,-8.33E-02,-42.46124552,-7.56E-02,-43.98034201,-7.74E-02,-50.60675572,-8.93E-02,-61.34441675,-1.08E-01,-62.30059988,-1.08E-01,-72.80320063,-1.27E-01
  焦作市,-23.1634188,-6.78E-02,-19.6748774,-5.65E-02,-16.49364111,-4.67E-02,-14.95338754,-4.24E-02,-17.77269796,-5.05E-02,-18.85374977,-5.34E-02,-19.99976345,-5.65E-02
  濮阳市,-53.31472289,-1.52E-01,-53.92799422,-1.52E-01,-58.60777946,-1.64E-01,-63.41372677,-1.77E-01,-65.24921909,-1.82E-01,-68.45926986,-1.90E-01,-71.14486133,-1.97E-01
  许昌市,-54.0714405,-1.25E-01,-58.51378832,-1.36E-01,-63.82649225,-1.48E-01,-64.58348312,-1.50E-01,-69.18557075,-1.61E-01,-71.94112555,-1.66E-01,-73.8983713,-1.70E-01
  漯河市,-27.21505615,-1.09E-01,-26.19195447,-1.04E-01,-21.47406654,-8.42E-02,-19.60164686,-7.67E-02,-10.05030405,-3.92E-02,-6.674374918,-2.55E-02,-6.000899412,-2.28E-02
  三门峡市,-7.080530598,-3.18E-02,-7.098116194,-3.18E-02,-1.827822537,-8.20E-03,-2.460815744,-1.10E-02,-3.391360683,-1.51E-02,-3.590432463,-1.60E-02,-3.872975176,-1.72E-02
  南阳市,-158.8076408,-1.57E-01,-166.394257,-1.63E-01,-180.8383048,-1.77E-01,-192.3842069,-1.90E-01,-177.4711043,-1.77E-01,-187.9710502,-1.88E-01,-190.4965173,-1.90E-01
  商丘市,-131.8203874,-1.69E-01,-159.7791084,-2.11E-01,-190.8912312,-2.59E-01,-199.8128593,-2.72E-01,-222.9407209,-3.07E-01,-234.4812189,-3.23E-01,-249.2253037,-3.42E-01
  信阳市,-186.8264296,-2.77E-01,-225.5386703,-3.50E-01,-266.1632675,-4.36E-01,-229.9167405,-3.68E-01,-251.1357221,-3.93E-01,-275.3039003,-4.42E-01,-265.8290738,-4.14E-01
  周口市,-206.3175171,-2.06E-01,-275.4142769,-2.90E-01,-343.9471844,-3.85E-01,-341.2344536,-3.84E-01,-357.4326476,-4.06E-01,-363.6615728,-4.13E-01,-377.5026478,-4.28E-01
  驻马店市,-103.976686,-1.35E-01,-139.6865977,-1.87E-01,-176.5486664,-2.47E-01,-198.1249183,-2.83E-01,-229.174302,-3.32E-01,-261.609973,-3.91E-01,-251.954213,-3.62E-01
  武汉市,67.94992179,7.52E-02,107.2719674,1.14E-01,162.655815,1.64E-01,185.2978108,1.84E-01,200.1979592,1.95E-01,218.0161368,2.08E-01,234.692641,2.20E-01
  黄石市,-15.94964346,-6.57E-02,-17.3708017,-7.16E-02,-16.89991595,-6.95E-02,-17.73492495,-7.28E-02,-20.38958149,-8.33E-02,-22.61008151,-9.22E-02,-23.82309128,-9.68E-02
  十堰市,-29.41159565,-9.08E-02,-6.747154277,-1.95E-02,-13.61807527,-4.07E-02,-10.33212743,-3.08E-02,-9.728906864,-2.88E-02,-7.640189951,-2.26E-02,-8.397310078,-2.47E-02
  宜昌市,2.852264583,7.10E-03,6.709160315,1.66E-02,7.611254343,1.87E-02,8.836858104,2.17E-02,9.741549582,2.38E-02,12.79620204,3.11E-02,18.25188379,4.43E-02
  鄂州市,-3.85063558,-3.72E-02,-4.280045858,-4.11E-02,-4.410266062,-4.20E-02,-4.047691382,-3.84E-02,-4.320368229,-4.08E-02,-4.370178755,-4.13E-02,-4.59988264,-4.32E-02
  荆门市,-16.29300085,-5.72E-02,-14.19905132,-4.96E-02,-14.21802228,-4.94E-02,-14.04267577,-4.87E-02,-11.48383358,-3.98E-02,-9.8275,-3.40E-02,-10.12006861,-3.49E-02
  孝感市,-60.3463163,-1.29E-01,-49.58878533,-1.03E-01,-46.92816901,-9.74E-02,1.025862234,1.90E-03,-39.98059231,-8.23E-02,-39.51301698,-8.11E-02,-33.89154982,-6.93E-02
  荆州市,-14.74111476,-2.28E-02,-88.98525804,-1.56E-01,-92.32051619,-1.62E-01,-91.37000765,-1.60E-01,-84.08780166,-1.46E-01,-72.60704036,-1.27E-01,-76.20953638,-1.34E-01
  黄冈市,-71.42734993,-1.07E-01,-99.90944117,-1.56E-01,-128.1843151,-2.07E-01,-127.5548387,-2.06E-01,-110.498063,-1.75E-01,-115.3169994,-1.83E-01,-116.3895444,-1.85E-01
  咸宁市,-38.99966648,-1.55E-01,-44.69657059,-1.82E-01,-48.77474289,-1.98E-01,-50.75310643,-2.05E-01,-47.78965695,-1.92E-01,-50.59916428,-2.03E-01,-52.35214755,-2.08E-01
  随州市,-37.62319683,-1.71E-01,-39.39087699,-1.80E-01,-42.79466421,-1.98E-01,-39.5013327,-1.82E-01,-38.90419834,-1.78E-01,-32.23462396,-1.47E-01,-32.37163991,-1.47E-01
  长沙市,9.795393854,1.48E-02,31.9546047,4.67E-02,49.96714447,7.07E-02,51.26831363,7.20E-02,55.25206207,7.60E-02,56.81183372,7.71E-02,57.84773046,7.67E-02
  株洲市,-10.59855462,-2.85E-02,-10.7078943,-2.82E-02,-4.502545077,-1.16E-02,-6.42845142,-1.65E-02,-1.329224895,-3.40E-03,-4.851862737,-1.22E-02,-3.160081184,-7.90E-03
  湘潭市,-17.38049008,-6.25E-02,-12.37810031,-4.48E-02,-14.45667558,-5.24E-02,-14.51986421,-5.24E-02,-10.88230775,-3.88E-02,-7.460246566,-2.65E-02,-6.921890638,-2.45E-02
  衡阳市,-64.60802359,-9.57E-02,-96.02388854,-1.38E-01,-80.86532128,-1.13E-01,-81.98817228,-1.14E-01,-63.81772636,-8.77E-02,-67.21560752,-9.18E-02,-67.8324449,-9.28E-02
  邵阳市,-85.92536751,-1.27E-01,-99.19611769,-1.43E-01,-88.56321794,-1.25E-01,-87.42244898,-1.23E-01,-97.99737113,-1.36E-01,-97.3155001,-1.34E-01,-100.8544813,-1.38E-01
  岳阳市,-40.32375357,-7.78E-02,-18.00078975,-3.29E-02,-20.67362038,-3.77E-02,-22.58041433,-4.10E-02,-5.584400986,-1.00E-02,-3.173565693,-5.70E-03,-5.477677269,-9.70E-03
  张家界市,-15.01735518,-9.99E-02,-15.42218869,-1.03E-01,-19.98744149,-1.35E-01,-20.49036985,-1.37E-01,-20.52752578,-1.35E-01,-17.82033135,-1.17E-01,-18.3377709,-1.20E-01
  益阳市,-50.0978644,-1.19E-01,-53.36884851,-1.26E-01,-47.57670765,-1.10E-01,-49.0655778,-1.13E-01,-44.97538817,-1.03E-01,-40.73295165,-9.26E-02,-41.86444392,-9.47E-02
  永州市,-73.44045065,-1.43E-01,-94.9751311,-1.84E-01,-110.8373294,-2.13E-01,-96.75876773,-1.85E-01,-95.21249228,-1.78E-01,-94.44550988,-1.75E-01,-100.2577234,-1.84E-01
  怀化市,-44.23080143,-9.52E-02,-40.0778735,-8.53E-02,-38.85305344,-8.19E-02,-40.20953468,-8.44E-02,-40.75090282,-8.41E-02,-29.44676899,-6.03E-02,-31.91222164,-6.50E-02
  娄底市,-27.3427162,-6.95E-02,-46.68076214,-1.21E-01,-56.91506126,-1.50E-01,-57.53231691,-1.51E-01,-60.6104002,-1.58E-01,-61.48345892,-1.59E-01,-64.69801431,-1.67E-01
  广州市,231.2004239,2.25E-01,231.0887382,2.23E-01,458.4498627,3.60E-01,457.2142245,3.57E-01,457.9683043,3.52E-01,474.8855133,3.57E-01,507.2302424,3.68E-01
  韶关市,-29.48777226,-9.96E-02,-31.03398565,-1.05E-01,-45.69242003,-1.61E-01,-40.56346603,-1.42E-01,-39.02296671,-1.35E-01,-38.18851701,-1.31E-01,-39.61708708,-1.35E-01
  深圳市,638.0694054,7.22E-01,636.6036246,7.10E-01,774.0693537,7.43E-01,763.1403912,7.26E-01,738.1916987,6.90E-01,752.8913432,6.80E-01,779.3560578,6.69E-01
  珠海市,45.96392188,3.09E-01,45.0296073,3.01E-01,50.46151191,3.23E-01,50.91005017,3.23E-01,50.02489853,3.12E-01,49.96488782,3.08E-01,50.47283457,3.05E-01
  汕头市,-2.577584008,-5.10E-03,-11.83275424,-2.31E-02,11.25994236,2.08E-02,10.35561359,1.91E-02,3.546245313,6.40E-03,3.324270129,6.00E-03,-2.441321209,-4.40E-03
  佛山市,229.8586845,3.85E-01,230.4445286,3.83E-01,346.7063595,4.81E-01,346.9433009,4.79E-01,346.7183522,4.74E-01,350.0874798,4.74E-01,344.665263,4.63E-01
  江门市,25.69313669,6.16E-02,28.59720098,6.79E-02,52.11187444,1.17E-01,55.61460455,1.24E-01,57.05387893,1.27E-01,60.13497259,1.33E-01,59.17581594,1.31E-01
  湛江市,-68.31943173,-9.83E-02,-78.07227578,-1.12E-01,-88.4509498,-1.26E-01,-26.88578533,-3.55E-02,-100.0344685,-1.39E-01,-100.273242,-1.39E-01,-109.280383,-1.51E-01
  茂名市,-119.0369633,-1.93E-01,-124.4557143,-2.00E-01,-175.8406058,-3.00E-01,-156.3978579,-2.64E-01,-169.3265744,-2.81E-01,-179.3451086,-2.96E-01,-188.7980838,-3.09E-01
  肇庆市,-29.12395048,-7.57E-02,-32.31515879,-8.28E-02,-33.22120564,-8.44E-02,-30.9120931,-7.79E-02,-30.80346108,-7.65E-02,-33.50114855,-8.28E-02,-36.79006604,-9.03E-02
  惠州市,70.59870907,1.79E-01,61.35453695,1.54E-01,118.7327657,2.57E-01,123.4843689,2.65E-01,122.833459,2.61E-01,117.0328521,2.47E-01,112.5263739,2.36E-01
  梅州市,-93.84988692,-2.27E-01,-98.86224213,-2.38E-01,-91.96287072,-2.16E-01,-93.29096126,-2.18E-01,-97.0938867,-2.25E-01,-110.5793929,-2.55E-01,-115.9272636,-2.67E-01
  汕尾市,-48.72906009,-1.67E-01,-50.38387661,-1.71E-01,-52.50232309,-1.78E-01,-51.00051436,-1.72E-01,-59.45393681,-1.98E-01,-57.5467579,-1.91E-01,-59.09034405,-1.95E-01
  河源市,-57.84300976,-1.99E-01,-66.91119502,-2.30E-01,-69.806101,-2.35E-01,-55.49949357,-1.85E-01,-60.25771184,-1.98E-01,-59.5734029,-1.94E-01,-65.2731724,-2.12E-01
  阳江市,-37.40990059,-1.57E-01,-43.11609875,-1.80E-01,-41.0864719,-1.69E-01,-36.75725842,-1.50E-01,-40.44412203,-1.63E-01,-41.58733074,-1.66E-01,-44.02078087,-1.75E-01
  清远市,-30.87899899,-8.17E-02,-29.30559274,-7.63E-02,-44.41386282,-1.19E-01,-30.50523426,-8.13E-02,-31.7869905,-8.35E-02,-35.8264231,-9.36E-02,-47.97564755,-1.25E-01
  中山市,103.5541307,4.12E-01,103.1311878,4.09E-01,162.5514211,5.19E-01,162.8636217,5.17E-01,162.2291874,5.10E-01,161.43407,5.04E-01,160.9810799,5.00E-01
  揭阳市,-72.73313723,-1.26E-01,-80.70935762,-1.39E-01,-79.37492782,-1.35E-01,-80.32750297,-1.35E-01,-92.69858108,-1.54E-01,-96.97214526,-1.60E-01,-89.34589881,-1.47E-01
  云浮市,-34.48233399,-1.43E-01,-38.12934903,-1.56E-01,-48.99670968,-2.07E-01,-47.21589245,-1.97E-01,-50.54639659,-2.08E-01,-53.67874476,-2.19E-01,-53.93470256,-2.18E-01
  南宁市,-3.111027569,-4.50E-03,-4.746746546,-6.80E-03,-2.069806236,-2.90E-03,-1.012822702,-1.40E-03,-2.660926495,-3.70E-03,-45.23022419,-6.51E-02,-49.5873907,-7.06E-02
  柳州市,2.187870347,5.90E-03,0.660014192,1.80E-03,2.833247275,7.50E-03,8.619887017,2.26E-02,9.224647233,2.38E-02,8.843045066,2.26E-02,8.072007,2.05E-02
  桂林市,-1.657381662,-3.20E-03,-35.83299711,-7.42E-02,39.90642395,7.10E-02,-40.71609777,-8.46E-02,-36.51579597,-7.45E-02,-34.9409629,-7.07E-02,-35.45050466,-7.11E-02
  梧州市,-9.160982675,-2.98E-02,-14.30468573,-4.58E-02,-38.06526739,-1.32E-01,-37.60258388,-1.29E-01,-0.027351165,-1.00E-04,-45.17587193,-1.51E-01,-46.10713554,-1.53E-01
  防城港市,-2.116034052,-2.50E-02,-5.254732718,-6.11E-02,-4.135764299,-4.74E-02,-3.334384319,-3.78E-02,-3.849914089,-4.26E-02,-4.289426823,-4.70E-02,-4.629898344,-5.01E-02
  贵港市,-81.17007832,-1.89E-01,-89.16224643,-2.05E-01,-113.9127255,-2.75E-01,-112.7371722,-2.70E-01,-119.3970638,-2.82E-01,-121.467915,-2.84E-01,-123.7105713,-2.87E-01
  玉林市,-85.34858045,-1.50E-01,-114.834554,-2.05E-01,-133.5083401,-2.42E-01,-135.9117042,-2.45E-01,-143.8618399,-2.55E-01,-142.3738846,-2.51E-01,-143.8636347,-2.51E-01
  百色市,-34.03655397,-9.34E-02,-49.2406046,-1.38E-01,-37.22924153,-1.07E-01,-57.96092669,-1.65E-01,-56.30155778,-1.58E-01,-54.91382414,-1.53E-01,-56.16019559,-1.56E-01
  贺州市,-8.55678735,-3.97E-02,-29.75683128,-1.46E-01,-37.07674393,-1.89E-01,-28.34212219,-1.43E-01,-37.43734616,-1.87E-01,-37.82792389,-1.87E-01,-39.78026589,-1.96E-01
  河池市,-24.81655945,-6.45E-02,-62.25986774,-1.85E-01,-82.27088039,-2.43E-01,-71.14339414,-2.09E-01,-75.73598489,-2.20E-01,-78.12746707,-2.26E-01,-80.21494533,-2.30E-01
  来宾市,-23.63742577,-1.02E-01,-39.68065219,-1.80E-01,-50.80752548,-2.41E-01,-47.63221685,-2.24E-01,-50.76189023,-2.35E-01,-48.55769198,-2.24E-01,-49.87762693,-2.28E-01
  海口市,27.43545324,1.48E-01,35.79948333,1.82E-01,37.57701085,1.88E-01,50.32602371,2.38E-01,53.28961216,2.44E-01,56.383386,2.55E-01,56.32687561,2.52E-01
  三亚市,-7.228937063,-1.49E-01,-7.466927633,-1.51E-01,4.372182471,7.00E-02,14.08042963,1.97E-01,15.09481899,2.05E-01,16.73701262,2.25E-01,17.15949931,2.28E-01
